config_name,alpha,k,query_id,query,query_type,intent_detected,intent_confidence,num_relevant_docs,num_retrieved_docs,retrieval_time_ms,precision_at_k,recall_at_k,f1_score,mrr,hit_rate_at_k,ndcg_at_k,avg_score,max_score,min_score,retrieved_pages,relevant_pages
Pure_Dense_FAISS,1.0,5,0,What is the definition of Hypertension based on SBP and DBP measurements?,factual,error,0.0,1,5,32.88578987121582,0.0,0.0,0.0,0.0,0.0,0.0,0.6766538023948669,0.7508285045623779,0.5521109104156494,"['8', 'N/A', 'N/A', '58', '8']",['399']
Pure_Dense_FAISS,1.0,5,1,What is the definition of a Hypertensive Urgency?,factual,error,0.0,2,5,17.02117919921875,0.0,0.0,0.0,0.0,0.0,0.0,0.8317520022392273,0.8967183828353882,0.746808648109436,"['8', '15', '16', '15', '128']","['400', '76']"
Pure_Dense_FAISS,1.0,5,2,What are the four main types of Non-Communicable Diseases (NCDs) listed in the sources?,factual,error,0.0,1,5,22.41063117980957,0.0,0.0,0.0,0.0,0.0,0.0,0.6063029766082764,0.6985977292060852,0.4424186944961548,"['123', '24', '4', '23', '7']",['59']
Pure_Dense_FAISS,1.0,5,3,What is the basic formula used to calculate Blood Pressure (BP)?,factual,error,0.0,1,5,17.442703247070312,0.0,0.0,0.0,0.0,0.0,0.0,0.7969227433204651,0.8998737335205078,0.6650872230529785,"['8', 'N/A', '8', '128', 'N/A']",['399']
Pure_Dense_FAISS,1.0,5,4,What are the key features of Generalized Anxiety Disorder?,factual,error,0.0,1,5,16.693592071533203,0.0,0.0,0.0,0.0,0.0,0.0,0.597014307975769,0.7070014476776123,0.3943963050842285,"['160', 'N/A', '162', '42', '161']",['107']
Pure_Dense_FAISS,1.0,5,5,"What is the primary cause of Essential Hypertension, and what percentage of cases does it account for?",factual,error,0.0,2,5,22.052288055419922,0.0,0.0,0.0,0.0,0.0,0.0,0.5564655065536499,0.6141778826713562,0.4844013750553131,"['8', '9', '128', 'N/A', '8']","['401', '75']"
Pure_Dense_FAISS,1.0,5,6,Which BMI classification is considered 'Obesity Class I' according to the specified metrics?,factual,error,0.0,1,5,24.985074996948242,0.0,0.0,0.0,0.0,0.0,0.0,0.8016212582588196,0.9642095565795898,0.6450991034507751,"['24', 'N/A', '123', '124', '124']",['63']
Pure_Dense_FAISS,1.0,5,7,Name two modifiable and two non-modifiable risk factors for Primary Hypertension.,listing,error,0.0,3,5,26.6721248626709,0.0,0.0,0.0,0.0,0.0,0.0,0.6364434957504272,0.7243080139160156,0.41115647554397583,"['129', '129', '8', '9', '128']","['77', '91', '491']"
Pure_Dense_FAISS,1.0,5,8,What is the risk stratification (in terms of risk of comorbidities) for an adult with a BMI of 25.0 to 29.9 kg/m2?,factual,error,0.0,1,5,30.924320220947266,0.0,0.0,0.0,0.0,0.0,0.0,0.8570480346679688,0.8874614238739014,0.7980697154998779,"['N/A', '124', '35', 'N/A', '9']",['63']
Pure_Dense_FAISS,1.0,5,9,What are the specific SBP and DBP ranges that define mildly elevated blood pressure (Hypertension among adults) in the NFHS 5 data tables?,factual,error,0.0,3,5,27.764081954956055,0.0,0.0,0.0,0.0,0.0,0.0,0.846418559551239,0.868511438369751,0.8015409708023071,"['N/A', '8', '59', '39', '19']","['5', '7', '76']"
Pure_Dense_FAISS,1.0,5,10,"What specific health risks are linked to obesity, according to the Adolescent Health Care Manual?",listing,error,0.0,2,5,22.850751876831055,0.0,0.0,0.0,0.0,0.0,0.0,0.6697998046875,0.6941037774085999,0.6578009128570557,"['19', '19', '15', '15', '124']","['2', '4']"
