query_id,query_type,precision,recall,f1,mrr,hit_rate,ndcg,retrieval_time_ms
0,factual,0.0,0.0,0.0,0.0,0.0,0.0,82.49402046203613
1,factual,0.0,0.0,0.0,0.0,0.0,0.0,58.557987213134766
2,factual,0.0,0.0,0.0,0.0,0.0,0.0,75.53815841674805
3,factual,0.0,0.0,0.0,0.0,0.0,0.0,70.63150405883789
4,factual,0.0,0.0,0.0,0.0,0.0,0.0,65.13142585754395
5,factual,0.0,0.0,0.0,0.0,0.0,0.0,78.54294776916504
6,factual,0.0,0.0,0.0,0.0,0.0,0.0,70.67251205444336
7,listing,0.0,0.0,0.0,0.0,0.0,0.0,67.94381141662598
8,factual,0.0,0.0,0.0,0.0,0.0,0.0,100.92878341674805
9,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.2730484008789
10,listing,0.0,0.0,0.0,0.0,0.0,0.0,77.61573791503906
11,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.87380027770996
12,factual,0.0,0.0,0.0,0.0,0.0,0.0,62.04557418823242
13,listing,0.0,0.0,0.0,0.0,0.0,0.0,79.98847961425781
14,factual,0.0,0.0,0.0,0.0,0.0,0.0,82.30447769165039
15,factual,0.0,0.0,0.0,0.0,0.0,0.0,84.09404754638672
16,factual,0.0,0.0,0.0,0.0,0.0,0.0,84.24854278564453
17,factual,0.0,0.0,0.0,0.0,0.0,0.0,83.99105072021484
18,factual,0.0,0.0,0.0,0.0,0.0,0.0,78.8412094116211
19,factual,0.0,0.0,0.0,0.0,0.0,0.0,69.66590881347656
20,factual,0.0,0.0,0.0,0.0,0.0,0.0,92.69452095031738
21,factual,0.0,0.0,0.0,0.0,0.0,0.0,76.1561393737793
22,factual,0.0,0.0,0.0,0.0,0.0,0.0,53.67302894592285
23,listing,0.0,0.0,0.0,0.0,0.0,0.0,71.21443748474121
24,listing,0.14285714285714285,1.0,0.25,1.0,1.0,1.0,66.61319732666016
25,factual,0.0,0.0,0.0,0.0,0.0,0.0,83.6327075958252
26,listing,0.0,0.0,0.0,0.0,0.0,0.0,69.28563117980957
27,factual,0.0,0.0,0.0,0.0,0.0,0.0,78.22465896606445
28,factual,0.0,0.0,0.0,0.0,0.0,0.0,83.71758460998535
29,factual,0.0,0.0,0.0,0.0,0.0,0.0,83.4205150604248
30,factual,0.0,0.0,0.0,0.0,0.0,0.0,74.48315620422363
31,factual,0.0,0.0,0.0,0.0,0.0,0.0,68.14813613891602
32,factual,0.0,0.0,0.0,0.0,0.0,0.0,77.60334014892578
33,factual,0.0,0.0,0.0,0.0,0.0,0.0,77.64792442321777
34,factual,0.0,0.0,0.0,0.0,0.0,0.0,69.46849822998047
35,procedural,0.0,0.0,0.0,0.0,0.0,0.0,75.03986358642578
36,factual,0.0,0.0,0.0,0.0,0.0,0.0,90.2855396270752
37,factual,0.0,0.0,0.0,0.0,0.0,0.0,84.09285545349121
38,procedural,0.0,0.0,0.0,0.0,0.0,0.0,80.00349998474121
39,procedural,0.0,0.0,0.0,0.0,0.0,0.0,92.3151969909668
40,procedural,0.0,0.0,0.0,0.0,0.0,0.0,85.82854270935059
41,factual,0.0,0.0,0.0,0.0,0.0,0.0,74.54848289489746
42,factual,0.0,0.0,0.0,0.0,0.0,0.0,73.94289970397949
