query_id,query_type,precision,recall,f1,mrr,hit_rate,ndcg,retrieval_time_ms
0,factual,0.0,0.0,0.0,0.0,0.0,0.0,84.83266830444336
1,factual,0.0,0.0,0.0,0.0,0.0,0.0,67.52729415893555
2,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.09178733825684
3,factual,0.0,0.0,0.0,0.0,0.0,0.0,67.98887252807617
4,factual,0.0,0.0,0.0,0.0,0.0,0.0,69.08917427062988
5,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.32019233703613
6,factual,0.0,0.0,0.0,0.0,0.0,0.0,71.97856903076172
7,listing,0.0,0.0,0.0,0.0,0.0,0.0,71.49291038513184
8,factual,0.0,0.0,0.0,0.0,0.0,0.0,94.75350379943848
9,factual,0.0,0.0,0.0,0.0,0.0,0.0,96.97651863098145
10,listing,0.0,0.0,0.0,0.0,0.0,0.0,81.71558380126953
11,factual,0.0,0.0,0.0,0.0,0.0,0.0,80.52253723144531
12,factual,0.0,0.0,0.0,0.0,0.0,0.0,66.96796417236328
13,listing,0.0,0.0,0.0,0.0,0.0,0.0,75.10614395141602
14,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.63037490844727
15,factual,0.0,0.0,0.0,0.0,0.0,0.0,89.02621269226074
16,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.75656127929688
17,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.68145942687988
18,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.44154739379883
19,factual,0.0,0.0,0.0,0.0,0.0,0.0,69.46086883544922
20,factual,0.0,0.0,0.0,0.0,0.0,0.0,97.21732139587402
21,factual,0.0,0.0,0.0,0.0,0.0,0.0,70.85776329040527
22,factual,0.0,0.0,0.0,0.0,0.0,0.0,62.250614166259766
23,listing,0.0,0.0,0.0,0.0,0.0,0.0,73.23908805847168
24,listing,0.0,0.0,0.0,0.0,0.0,0.0,66.09368324279785
25,factual,0.0,0.0,0.0,0.0,0.0,0.0,86.83586120605469
26,listing,0.0,0.0,0.0,0.0,0.0,0.0,69.76914405822754
27,factual,0.0,0.0,0.0,0.0,0.0,0.0,76.55715942382812
28,factual,0.0,0.0,0.0,0.0,0.0,0.0,86.64727210998535
29,factual,0.0,0.0,0.0,0.0,0.0,0.0,76.97701454162598
30,factual,0.0,0.0,0.0,0.0,0.0,0.0,73.43173027038574
31,factual,0.0,0.0,0.0,0.0,0.0,0.0,70.4793930053711
32,factual,0.0,0.0,0.0,0.0,0.0,0.0,85.30759811401367
33,factual,0.0,0.0,0.0,0.0,0.0,0.0,83.11176300048828
34,factual,0.0,0.0,0.0,0.0,0.0,0.0,74.00345802307129
35,procedural,0.0,0.0,0.0,0.0,0.0,0.0,76.3845443725586
36,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.35291862487793
37,factual,0.0,0.0,0.0,0.0,0.0,0.0,82.0317268371582
38,procedural,0.0,0.0,0.0,0.0,0.0,0.0,77.83150672912598
39,procedural,0.0,0.0,0.0,0.0,0.0,0.0,87.10741996765137
40,procedural,0.0,0.0,0.0,0.0,0.0,0.0,87.68033981323242
41,factual,0.0,0.0,0.0,0.0,0.0,0.0,76.30681991577148
42,factual,0.14285714285714285,1.0,0.25,0.5,1.0,0.6309297535714575,73.54974746704102
43,listing,0.0,0.0,0.0,0.0,0.0,0.0,78.62520217895508
44,factual,0.0,0.0,0.0,0.0,0.0,0.0,70.89996337890625
45,factual,0.0,0.0,0.0,0.0,0.0,0.0,93.44053268432617
46,numerical,0.0,0.0,0.0,0.0,0.0,0.0,99.1976261138916
47,numerical,0.0,0.0,0.0,0.0,0.0,0.0,84.93518829345703
48,numerical,0.0,0.0,0.0,0.0,0.0,0.0,117.63763427734375
49,factual,0.0,0.0,0.0,0.0,0.0,0.0,66.98274612426758
50,numerical,0.0,0.0,0.0,0.0,0.0,0.0,74.51462745666504
51,numerical,0.0,0.0,0.0,0.0,0.0,0.0,84.40995216369629
52,factual,0.0,0.0,0.0,0.0,0.0,0.0,99.69902038574219
53,factual,0.0,0.0,0.0,0.0,0.0,0.0,81.45308494567871
54,factual,0.0,0.0,0.0,0.0,0.0,0.0,81.695556640625
55,factual,0.0,0.0,0.0,0.0,0.0,0.0,105.3776741027832
56,listing,0.0,0.0,0.0,0.0,0.0,0.0,83.83655548095703
57,listing,0.0,0.0,0.0,0.0,0.0,0.0,76.90286636352539
58,factual,0.0,0.0,0.0,0.0,0.0,0.0,85.00957489013672
59,factual,0.0,0.0,0.0,0.0,0.0,0.0,67.49343872070312
60,listing,0.0,0.0,0.0,0.0,0.0,0.0,87.20207214355469
61,factual,0.0,0.0,0.0,0.0,0.0,0.0,97.69201278686523
62,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.34671974182129
63,factual,0.0,0.0,0.0,0.0,0.0,0.0,93.07718276977539
64,factual,0.0,0.0,0.0,0.0,0.0,0.0,87.6309871673584
65,factual,0.0,0.0,0.0,0.0,0.0,0.0,74.14770126342773
66,factual,0.0,0.0,0.0,0.0,0.0,0.0,72.06892967224121
67,factual,0.0,0.0,0.0,0.0,0.0,0.0,78.93109321594238
68,factual,0.0,0.0,0.0,0.0,0.0,0.0,113.31701278686523
69,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.43374252319336
70,factual,0.0,0.0,0.0,0.0,0.0,0.0,70.09506225585938
71,factual,0.0,0.0,0.0,0.0,0.0,0.0,103.3473014831543
72,factual,0.0,0.0,0.0,0.0,0.0,0.0,81.09331130981445
73,factual,0.0,0.0,0.0,0.0,0.0,0.0,74.72991943359375
74,factual,0.0,0.0,0.0,0.0,0.0,0.0,72.91555404663086
75,listing,0.0,0.0,0.0,0.0,0.0,0.0,73.96483421325684
76,listing,0.0,0.0,0.0,0.0,0.0,0.0,84.34247970581055
77,factual,0.0,0.0,0.0,0.0,0.0,0.0,82.79871940612793
78,factual,0.0,0.0,0.0,0.0,0.0,0.0,71.01273536682129
79,factual,0.0,0.0,0.0,0.0,0.0,0.0,80.76119422912598
80,listing,0.0,0.0,0.0,0.0,0.0,0.0,81.0842514038086
81,factual,0.0,0.0,0.0,0.0,0.0,0.0,91.42231941223145
82,listing,0.0,0.0,0.0,0.0,0.0,0.0,59.233665466308594
83,factual,0.0,0.0,0.0,0.0,0.0,0.0,174.73435401916504
84,listing,0.0,0.0,0.0,0.0,0.0,0.0,76.66158676147461
85,factual,0.0,0.0,0.0,0.0,0.0,0.0,80.91568946838379
86,factual,0.0,0.0,0.0,0.0,0.0,0.0,80.90758323669434
87,factual,0.0,0.0,0.0,0.0,0.0,0.0,86.31587028503418
88,listing,0.0,0.0,0.0,0.0,0.0,0.0,74.56374168395996
89,factual,0.0,0.0,0.0,0.0,0.0,0.0,89.39290046691895
90,listing,0.0,0.0,0.0,0.0,0.0,0.0,77.95166969299316
91,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.43088150024414
92,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.49972152709961
93,factual,0.0,0.0,0.0,0.0,0.0,0.0,90.96121788024902
94,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.90748023986816
